,year,month,emd_nm,resd_age,work_age_0-10,work_age_-20,visit_age
34,2018,1,중문동,4901041.670700001,66274.58769999999,361414.89979999996,3563680.7140999995
35,2018,1,중앙동,1322677.3595000003,96219.8475,326487.063,3323456.5363000003
36,2018,1,천지동,551546.4611,11190.367699999999,49150.13760000001,1651325.3804
37,2018,1,추자면,860241.0871000001,100.888,27221.6542,724599.3482000001
38,2018,1,표선면,5927771.256899999,70365.51260000002,469182.9659,4182110.8654000005
39,2018,1,한경면,3898320.6844,14070.0762,257797.81449999995,2056439.5173
40,2018,1,한림읍,12629694.9368,167746.7927,828062.0745000001,6213497.371300001
41,2018,1,화북동,17883708.877800003,330608.22870000004,1027166.5105000001,6575447.5426
42,2018,1,효돈동,2679931.4984,26989.07110000001,153397.75670000003,1203333.4353999998
43,2018,2,건입동,4564512.9572,31837.157700000003,549787.6789999999,4444064.8413
44,2018,2,구좌읍,7214529.4911,51200.59959999999,523173.2508000001,4472580.3111000005
45,2018,2,남원읍,7814940.6142,67873.3571,523829.4393,4174079.9693
46,2018,2,노형동,32590956.30649999,501886.6569999999,2359833.3758,12989497.606099999
47,2018,2,대륜동,7648847.990700001,72035.50910000001,648829.0678000001,5461917.886000001
48,2018,2,대정읍,10286379.942400001,49441.5254,428525.8447000001,3744185.4641999993
49,2018,2,대천동,3793429.0754000004,27036.638899999998,241417.58599999998,3229435.9518999998
50,2018,2,도두동,772821.7025,7497.401,122478.15269999999,2181241.7616000003
51,2018,2,동홍동,10499146.270199997,106929.8678,628229.4484000001,4666742.5025
52,2018,2,봉개동,2063729.3353999997,23863.885199999997,240661.44169999997,2061521.2925000004
53,2018,2,삼도1동,5946296.1001,84127.7244,375274.4915,4059800.2379000005
54,2018,2,삼도2동,2743074.0502000004,27746.290700000005,283250.6376,3465722.0508999997
55,2018,2,삼양동,12859418.9793,54153.9861,479305.3839,3311456.0918
56,2018,2,서홍동,3278590.7131000003,25869.373400000004,149224.9119,2124887.392
57,2018,2,성산읍,7623822.0802,31784.300899999995,446075.10799999995,5189906.9924
58,2018,2,송산동,1160905.375,10322.542400000002,59082.03919999999,1094433.5459
59,2018,2,아라동,20070674.8643,149448.5624,1951068.3233000003,7767864.729900001
60,2018,2,안덕면,8362025.4128,196676.43720000001,1048832.8655,5600192.5214
61,2018,2,애월읍,20215473.467,140983.24109999998,1491022.4965,12563803.0822
62,2018,2,연동,28618355.803000003,352459.7622,2708241.6901,14167315.7163
63,2018,2,영천동,2312063.5586,45821.86650000001,312353.68770000007,2437150.9702
64,2018,2,예래동,1762804.6183000004,27960.0328,519315.1786,4525682.8425
65,2018,2,오라동,8538316.9194,116143.35300000003,857417.9886,7728877.7038
66,2018,2,외도동,5585135.8807,64165.455799999996,254330.22729999997,2794616.4272
67,2018,2,용담1동,4305839.185,29327.1454,224680.07529999997,2915052.368
68,2018,2,용담2동,6752160.920699999,110821.66690000001,1235320.2534999999,7272050.564300001
69,2018,2,우도면,709921.7296,5205.228800000001,47471.383200000004,575115.9978000001
70,2018,2,이도1동,4426787.4148,95064.78950000001,778773.7306,5049303.573800001
71,2018,2,이도2동,33775992.0059,835157.5624999999,3179248.6057,16673651.509099998
72,2018,2,이호동,2027292.4053,14254.0173,163526.89570000002,1869369.4979999997
73,2018,2,일도1동,865667.6457,26385.6002,184196.7737,1926492.2144
74,2018,2,일도2동,19410702.652899995,207131.18470000004,860491.9308,7497323.7256
75,2018,2,정방동,1299739.5057,22324.208000000006,206012.7828,2556911.2026
76,2018,2,조천읍,11179771.519900002,71653.4324,905194.8626999999,6400357.2563
77,2018,2,중문동,4415021.261499999,44711.0447,296162.461,2839192.9916
78,2018,2,중앙동,1287366.7656,78363.21389999997,253675.89699999994,2887622.3606999996
79,2018,2,천지동,477395.78409999993,9833.838800000001,50505.7838,1063195.1494999998
80,2018,2,추자면,728453.7594000001,1676.4271,25451.3754,586138.8976
81,2018,2,표선면,5318479.4742,32889.6553,414933.2926,3453445.2852
82,2018,2,한경면,3563800.3289999994,13721.3,226659.53599999996,1844139.6591999999
83,2018,2,한림읍,11448916.6701,57348.4449,724525.1813000002,4797251.259
84,2018,2,화북동,16256410.310399996,143926.59530000004,853061.5571,5677274.824400001
85,2018,2,효돈동,2446423.6438,11324.734199999999,130511.24360000003,1055893.7047
86,2018,3,건입동,4654124.3667,33935.8408,673271.3916,4796902.7696
87,2018,3,구좌읍,7778848.103800001,59820.04250000001,650607.9957999999,5478506.6187
88,2018,3,남원읍,7959488.1637,28070.833,579643.7922000001,4619524.734999999
89,2018,3,노형동,34013584.988900006,533030.4205,2720005.3828000003,16618799.742499998
90,2018,3,대륜동,8541932.3774,35603.482200000006,763970.3642000001,5719498.397000001
91,2018,3,대정읍,10818296.4659,56577.37660000001,514283.37989999994,4294809.1695
92,2018,3,대천동,3772158.4622,27210.0081,265704.5307,3707836.1316
93,2018,3,도두동,765708.7367999998,3703.3039000000003,134590.3589,2471494.0715
94,2018,3,동홍동,10883341.3307,148795.99730000002,718533.8387,5041289.1717
95,2018,3,봉개동,2100136.3279999997,41193.3752,280179.46540000004,3351676.9688
96,2018,3,삼도1동,5912029.2812,67295.021,427621.3870000001,4354752.0018
97,2018,3,삼도2동,2849926.6781,21622.8154,306033.28079999995,3803070.8493
98,2018,3,삼양동,13433949.490899999,55944.23090000001,548732.6011,3358568.5292
99,2018,3,서홍동,3245183.2177999993,26352.973299999998,181030.46570000003,2334616.1615
100,2018,3,성산읍,8058749.264599999,37154.6455,499968.94590000005,5812441.6811
101,2018,3,송산동,1146825.778,5925.672099999999,73488.4336,1033357.5366999999
102,2018,3,아라동,22187544.4476,286693.26430000004,2406950.2559,14937990.130199999
103,2018,3,안덕면,9067843.0458,173263.21289999998,1150610.9136,6385304.8488
104,2018,3,애월읍,21825475.247199997,175440.23630000002,1763860.9938,15911127.9862
105,2018,3,연동,29877007.281999998,366970.8511999999,3000382.8978999997,16751234.955
106,2018,3,영천동,2342981.6609,36136.789300000004,341300.34839999996,3020311.3074999996
107,2018,3,예래동,1852033.4326,22373.5513,577410.1510000001,4778358.982700001
108,2018,3,오라동,8624714.2559,99037.3653,958715.2895000001,8741627.7127
109,2018,3,외도동,5402050.4034,71522.884,285286.8441,3326108.9216
110,2018,3,용담1동,4420194.4471,31381.5697,243691.2846,3148534.2125
111,2018,3,용담2동,6895899.3247,125554.96239999999,1358604.8743,7685386.666
112,2018,3,우도면,779418.3550999999,4084.8116,66993.5934,722089.4849
113,2018,3,이도1동,4555364.4896,80709.9043,877742.0816,5415021.505399999
114,2018,3,이도2동,34870779.7397,899666.9951000002,3556321.7452999996,18803338.7328
115,2018,3,이호동,2091047.5405000001,13062.533,202928.1638,2133684.2271999996
116,2018,3,일도1동,867633.0939999998,16761.1339,219335.822,2084585.4234
117,2018,3,일도2동,19723844.443500005,232058.35700000002,943657.7418,7539216.795000001
118,2018,3,정방동,1284220.1777999997,16478.5205,245981.0161,2552929.4576
119,2018,3,조천읍,11850980.1542,92450.3161,1065574.3663,7926222.489099999
120,2018,3,중문동,4696455.094,56035.3726,312971.6379,3368892.0264999997
121,2018,3,중앙동,1343335.1971999998,71893.50460000001,289040.31570000004,3172107.253300001
122,2018,3,천지동,465461.9273,4673.149699999999,46245.0952,1118201.8331
123,2018,3,추자면,795329.3502,425.8857,44529.4608,803683.14
124,2018,3,표선면,5802361.1459,18040.5536,479646.15290000004,4207917.5898
125,2018,3,한경면,3884632.5810000002,12485.2292,288037.8069000001,2189907.6073
126,2018,3,한림읍,12252431.9454,54752.5101,837297.2926,6722970.9721
127,2018,3,화북동,16934249.3394,143339.3513,988794.9772999999,7031292.230799999
128,2018,3,효돈동,2404062.7723000003,2348.485200000001,138622.40899999999,1028586.9956000001
129,2018,4,건입동,4426399.1873,110397.34899999997,631610.0875,4842400.9466
130,2018,4,구좌읍,7714110.6917,374063.3859,729305.8884999999,5934168.987899999
131,2018,4,남원읍,7654732.2458999995,35358.52739999999,682639.0284000001,5119910.528299999
132,2018,4,노형동,33289189.290299997,1802039.8121999996,2930308.3533000005,14588559.212000003
133,2018,4,대륜동,8529881.915,222990.2623,665143.6849,5726741.228800001
134,2018,4,대정읍,10666452.396399999,187894.7397,551358.4382,4515790.6712
135,2018,4,대천동,3685204.3234,134185.48639999997,286720.9078,3803117.233300001
136,2018,4,도두동,781084.2518999999,3972.8582,147934.9108,2817111.8701
137,2018,4,동홍동,10516741.689000001,466508.7256,748366.9829999999,4522772.668399999
138,2018,4,봉개동,2071384.9023,589814.9525,349047.00289999996,3441762.4508999996
139,2018,4,삼도1동,5719156.9051,51535.8617,407179.5307,4243131.436799999
140,2018,4,삼도2동,2719187.2806,52202.1464,318864.5933,3725350.0818999996
141,2018,4,삼양동,12992047.5445,67187.4308,570022.0508999999,3318157.8382
142,2018,4,서홍동,3083295.3377000005,86648.69759999998,181888.35619999998,2100199.4937
143,2018,4,성산읍,7972026.3375,52654.0022,533535.2555,6782138.6122
144,2018,4,송산동,1159976.4345,3991.4384,68841.33069999999,1172436.5710000002
145,2018,4,아라동,24636150.632,2709797.2817999995,3017911.5229999996,9595425.7669
146,2018,4,안덕면,9299791.980100002,238541.65540000005,1317043.3675000002,6893396.867199999
147,2018,4,애월읍,21395024.793700002,359767.2542000001,2089559.3736999996,15466354.555700002
148,2018,4,연동,28861630.814099997,663011.1713,3179485.7721999995,15900779.931000002
149,2018,4,영천동,2367271.7423000005,347420.6611,393035.2685,2648862.6023
150,2018,4,예래동,1834488.7228,17364.4352,614786.2506000001,5677407.407900001
151,2018,4,오라동,8232673.050799999,54857.864700000006,999988.9870000001,8156362.584199998
152,2018,4,외도동,5461690.5535,44749.339499999995,315926.5665,3672323.3406000007
153,2018,4,용담1동,4129941.0688000005,127278.44699999999,262992.4414,2896896.4126
154,2018,4,용담2동,6643608.8032,678257.4577000001,1392807.5207000005,8138011.417400001
155,2018,4,우도면,888861.0639000001,5772.3024000000005,46909.2064,752643.7593
156,2018,4,이도1동,4319674.152,81632.96319999998,894572.6988000001,5289270.8669
157,2018,4,이도2동,33834257.668400005,1738393.2861000001,3635365.2797999997,16802938.1937
158,2018,4,이호동,2016610.4209,3788.7516000000005,196730.51780000003,2254094.7718999996
159,2018,4,일도1동,833888.2857999998,7258.149200000001,222463.17020000002,2094474.9848000002
160,2018,4,일도2동,18814322.4432,209850.642,973297.9132,7081317.615099998
161,2018,4,정방동,1235382.9945999999,13767.646699999998,232762.84389999998,2741819.1478999993
162,2018,4,조천읍,11608646.2902,185751.88429999998,1203549.1309000002,8961268.886100002
163,2018,4,중문동,4615530.234,135543.58569999997,365837.7136000001,3559545.9269000003
164,2018,4,중앙동,1290771.6524,183645.20869999996,283235.0977,2919050.7391999997
165,2018,4,천지동,455960.93009999994,322.82869999999997,43344.57740000001,1313704.6772999999
166,2018,4,추자면,811686.8497000001,423.5191,38235.221699999995,913052.4040999999
167,2018,4,표선면,5781071.9551,147652.2094,582267.6040999999,5046102.7745
168,2018,4,한경면,3838225.6861,68264.1576,309190.3782,2350642.3425
169,2018,4,한림읍,11991837.173699997,376926.24419999996,921618.8699999999,7199804.1394
170,2018,4,화북동,16331183.84,869545.2777,1113223.8202,5769723.889099999
171,2018,4,효돈동,2334274.6966000004,16306.888799999999,124557.4851,1014491.9376
172,2018,5,건입동,4546524.8148,97437.6245,661397.9829000001,5035771.7468
173,2018,5,구좌읍,8146776.9529,329123.51649999997,731495.36,6264960.909799999
174,2018,5,남원읍,7866431.5451,36015.7469,653558.8470999999,5332134.052100001
175,2018,5,노형동,34302700.09199999,1736295.6099,3048322.0213,15014374.5692
176,2018,5,대륜동,8712266.5266,249349.41129999998,760315.8556,6130860.8773
177,2018,5,대정읍,11130042.002899999,160514.5417,609310.8171999999,4603272.496800001
178,2018,5,대천동,3900825.8887999994,110902.10140000001,284117.105,4083978.3496
179,2018,5,도두동,819917.5187000001,4543.3015,180447.3087,2886401.3004000005
180,2018,5,동홍동,10832455.972000001,479827.4569,731871.4937999999,4788632.396699999
181,2018,5,봉개동,2140419.9793000002,513715.33999999997,376689.443,3462482.8369000005
182,2018,5,삼도1동,5980774.335499999,72572.65409999999,403998.516,4385412.5082
183,2018,5,삼도2동,2846999.2734000003,48199.77699999999,354841.6406,3808067.8665
184,2018,5,삼양동,13704328.801600002,74994.4626,548345.7131,3487305.1755
185,2018,5,서홍동,3262766.1464999993,88498.9603,193381.04369999998,2205927.1131
186,2018,5,성산읍,8201045.123999998,53104.165,585864.3180999999,7002571.0069
187,2018,5,송산동,1228282.8516000002,4067.667100000001,74732.8021,1217139.7061
188,2018,5,아라동,25532926.1336,2536980.0314999996,3049972.9234,9689257.2867
189,2018,5,안덕면,9721034.2927,240186.69079999998,1338591.1931,7128665.271799999
190,2018,5,애월읍,21758167.620700005,362186.50580000004,2131748.0537,15715839.4493
191,2018,5,연동,29973748.263299998,732096.2418,3227361.9913999997,15831106.4036
192,2018,5,영천동,2491559.7525000004,315665.169,384634.1521,2746816.0987
193,2018,5,예래동,1936725.628,18428.9603,671141.5561,6063386.5869
194,2018,5,오라동,8498701.751199998,46925.893899999995,983623.5147,8157402.2879
195,2018,5,외도동,6213105.544800001,45628.27130000001,357205.95720000006,3587871.7836
196,2018,5,용담1동,4302771.218,115093.27489999999,259013.8261,2960388.6257999996
197,2018,5,용담2동,6850163.218400001,555181.0351000001,1466150.7391,8524091.4706
198,2018,5,우도면,891407.0070000001,4872.775299999999,56843.9718,732288.3558000001
199,2018,5,이도1동,4520812.8748,89577.70620000002,890930.8836000001,5326387.024499999
200,2018,5,이도2동,34924722.7748,1625829.8076999998,3739084.177700001,17529982.0847
201,2018,5,이호동,2092758.6195000003,8969.874,205100.7855,2330281.2427000003
202,2018,5,일도1동,905126.7276000001,11570.5366,221478.26460000002,2216650.3716
203,2018,5,일도2동,19389882.4576,218130.76950000002,998896.4645000001,7442981.241200001
204,2018,5,정방동,1293640.9855999998,17569.0157,225821.6415,3020487.1570000006
205,2018,5,조천읍,12204662.744299999,212567.46649999995,1288883.8522999997,9435950.865799999
206,2018,5,중문동,4808515.8385,151044.85229999997,399892.8291,3758006.1172
207,2018,5,중앙동,1361660.6834999998,176672.74810000003,314815.1232,3070768.7028
208,2018,5,천지동,496860.961,2641.5624,50286.8306,1400552.6216000002
209,2018,5,추자면,796873.7816999999,0.0,33803.0142,933317.5900999998
210,2018,5,표선면,5949210.3467,163099.5361,618028.0591,4971678.2497000005
211,2018,5,한경면,3944211.1168,48636.621599999984,321135.30939999997,2250694.2319
212,2018,5,한림읍,12319789.9399,420908.2096999999,946390.3765000001,7549483.3664
213,2018,5,화북동,16759616.620500004,805615.2527,1101436.4242000002,5977924.3257
214,2018,5,효돈동,2437988.7578000003,18004.398999999998,126788.9781,1087755.8988
215,2018,6,건입동,4377098.999299999,72104.2417,646154.1945,4866403.489899999
216,2018,6,구좌읍,7894741.535500001,346049.56570000004,737229.6094,5916340.941199999
217,2018,6,남원읍,7737987.1924,29893.93379999999,666603.3011,4818615.8194
218,2018,6,노형동,33713001.887200005,1630235.3106000002,2931316.2942999997,13939812.753099998
219,2018,6,대륜동,8447613.5063,236703.10060000003,635977.3184000001,5304444.654999998
220,2018,6,대정읍,10659498.891800001,153568.8332,579388.9069,4019471.5142000006
221,2018,6,대천동,3896860.0365999998,104308.9168,268098.8188,3770263.4144000006
222,2018,6,도두동,810573.392,5911.3937000000005,162187.90499999997,2653895.3795999996
223,2018,6,동홍동,10681972.816599999,484162.44180000003,728271.8748999999,4553934.7257
224,2018,6,봉개동,2031696.915,445880.49049999996,350743.2297,2950648.0694
225,2018,6,삼도1동,5956373.2721,73281.39929999999,418268.42650000006,4354655.573100001
226,2018,6,삼도2동,2791395.7556000003,45628.43710000001,342972.9362,3655824.6547
227,2018,6,삼양동,13758771.021100001,73164.9354,531314.2877,3355309.479
228,2018,6,서홍동,3215017.3099999996,90794.7082,170553.75170000005,2026983.9928000001
229,2018,6,성산읍,7947566.301299999,57496.69009999999,594422.1416,6198068.3434000015
230,2018,6,송산동,1176986.1659000001,8759.355200000002,75044.4421,1151869.2691999997
231,2018,6,아라동,24778900.8785,2228474.5998,2781052.4589,9071087.5877
232,2018,6,안덕면,8439379.031100001,151287.14239999995,1241700.2048,6310344.0748000005
233,2018,6,애월읍,21106768.5972,315227.1261,1957369.2639000001,15642855.341799997
234,2018,6,연동,29305376.618400004,706675.6611,3087579.0086,14979071.4429
235,2018,6,영천동,2462832.8976,309160.6881,359133.2201999999,2598954.8237999994
236,2018,6,예래동,1926677.7983999997,23529.6693,641659.7530999999,5576806.944100001
237,2018,6,오라동,8229394.935199998,51523.37069999999,954192.0026,7727247.4453
238,2018,6,외도동,6518839.0074,47816.662800000006,328159.1291,3397063.1155
239,2018,6,용담1동,4192452.0295,126486.14689999999,249732.4488,2805862.4250000003
240,2018,6,용담2동,6759617.1775,512832.77859999996,1432585.7673000002,8018882.6636999985
241,2018,6,우도면,885752.7277,6590.3642,56801.015900000006,830145.3009999999
242,2018,6,이도1동,4436541.560900001,91921.22280000002,813865.5985,5146888.002100001
243,2018,6,이도2동,34316761.4202,1535209.9971000003,3554568.8629,16852873.375299998
244,2018,6,이호동,2054620.6501999998,5085.034099999999,194469.05099999998,2223464.9417000003
245,2018,6,일도1동,961653.8904999999,15097.559800000003,222072.0334,2077101.7848999999
246,2018,6,일도2동,18963542.280700002,227066.15770000004,1000826.9284999999,7048402.3785
247,2018,6,정방동,1213790.8221,9894.5886,235152.78089999995,2537346.1606
248,2018,6,조천읍,12196935.8155,191102.70899999997,1223141.6707000004,8815802.3844
249,2018,6,중문동,4700762.7694,151512.6324,390399.9081,3532393.3418999994
250,2018,6,중앙동,1350175.0285,162267.1491,290283.6148,3040820.5938999997
251,2018,6,천지동,483818.3334000001,1565.7182999999995,55665.6447,1254112.1323
252,2018,6,추자면,744747.0441999999,1931.0828999999999,24065.9827,849132.8610999999
253,2018,6,표선면,5819739.0206,160584.07090000005,556764.6727000001,4521935.940699999
254,2018,6,한경면,3758592.3595000003,52596.8265,312111.8807,2285739.4101
255,2018,6,한림읍,12173473.870900001,437325.4506,874691.5397000001,7224625.897400002
256,2018,6,화북동,16310924.813100003,725955.9993999999,1038206.9772999998,5734424.5749
257,2018,6,효돈동,2361865.6438,14233.580600000001,115866.65569999999,1016179.0479
258,2018,7,건입동,4508373.487199999,81412.13029999999,587124.0371,4702043.9059999995
259,2018,7,구좌읍,8149318.9367,264904.2527,742949.8818,6793749.709799999
260,2018,7,남원읍,8184283.102700001,42795.52619999999,713579.7468,5076703.5359000005
261,2018,7,노형동,34799212.411800005,1426186.7460999999,2977443.8178,15036690.938000001
262,2018,7,대륜동,8723308.687099999,219371.1678,677771.7265,6319472.6831
263,2018,7,대정읍,10643476.3385,155189.69129999995,561760.7667000002,3856346.0619999995
264,2018,7,대천동,4105038.8852,97410.94329999998,302288.14320000005,4045807.0008999994
265,2018,7,도두동,815719.9525000001,9817.621800000003,169287.35450000002,2742328.9392999997
266,2018,7,동홍동,11263930.3172,507876.3437999999,793050.3748,5811328.9945
267,2018,7,봉개동,2097419.3643000005,400357.39739999996,339187.6213,3032366.3523000004
268,2018,7,삼도1동,6250748.5342,48602.66900000001,442277.48860000004,4394151.9199
269,2018,7,삼도2동,2924412.7051,38711.165400000005,352642.66620000004,3876900.8242
270,2018,7,삼양동,14289500.0824,92267.16920000003,549030.3468,3883511.2715999996
271,2018,7,서홍동,3297296.6871000007,84720.4828,191382.94659999997,2191038.3441000003
272,2018,7,성산읍,8331859.103699999,52664.54490000001,635044.6645,6967009.291099998
273,2018,7,송산동,1233914.5977,2273.2685,91569.82589999998,1220233.9921
274,2018,7,아라동,23791578.7215,1512756.6875000005,2588921.3758999994,9323384.999599999
275,2018,7,안덕면,7494713.697699999,46678.5481,1188103.1205999998,6634209.1885
276,2018,7,애월읍,21546769.3474,302387.0997000001,2000293.6049999997,16904350.894899998
277,2018,7,연동,30173002.0762,678779.7567999999,3348251.0878999997,16119278.365699999
278,2018,7,영천동,2345746.5016,211293.0901,359653.50600000005,2450595.7978
279,2018,7,예래동,2035463.4779000003,26672.321299999996,646426.3876,6038054.370599999
280,2018,7,오라동,8549039.3753,58845.7766,1004198.2531999999,8738663.4654
281,2018,7,외도동,6812130.049699999,63998.846300000005,338591.7387,3418057.0337
282,2018,7,용담1동,4318009.115599999,117183.29970000002,258596.5674,3057668.6056000004
283,2018,7,용담2동,7059470.620499999,471690.59699999995,1496218.5099999998,8916587.5199
284,2018,7,우도면,909504.8413,5260.998600000001,51554.6662,1025218.8184000001
285,2018,7,이도1동,4542847.767200001,99768.77470000001,880942.9853000002,5510659.1562
286,2018,7,이도2동,35711813.0708,1356558.2567999999,3626415.8686,18336820.746100005
287,2018,7,이호동,2129285.4499,19067.249500000005,206506.3375,2542689.8312999997
288,2018,7,일도1동,990845.6621999999,16693.075699999998,237073.17870000002,2040906.3774
289,2018,7,일도2동,19762089.9154,273505.6009,975672.8493,7984545.3816
290,2018,7,정방동,1292667.4818,12850.686399999999,231039.31859999994,2826816.0905
291,2018,7,조천읍,12618522.600300001,180932.1128,1238523.9542000003,9515306.6954
292,2018,7,중문동,4925871.025,149888.26980000004,406738.2486,3889094.9721999997
293,2018,7,중앙동,1404589.2763,158034.53770000002,320804.91329999996,3273541.2808
294,2018,7,천지동,473991.61130000005,3037.201,59809.7546,1261701.3886
295,2018,7,추자면,773987.1974,0.0,41627.5281,944481.0411
296,2018,7,표선면,5988228.8991,127646.67670000001,594056.291,4817982.792699999
297,2018,7,한경면,3873554.6197000006,42440.27889999999,307213.9332000001,2412538.9054
298,2018,7,한림읍,12659507.375699999,342933.3104999999,982433.9878,7886415.993299999
299,2018,7,화북동,16937604.212700002,625521.2415,1061436.4926999998,6492414.903899999
300,2018,7,효돈동,2449107.0669,19160.9242,128719.94720000001,1145185.0074
301,2018,8,건입동,4570407.6173,73975.0822,455288.2628,4706816.390799999
302,2018,8,구좌읍,8389763.0504,214096.15780000002,744633.0113000001,7344841.760500001
303,2018,8,남원읍,8367300.985300003,39338.7007,670582.0839,5217441.7456
304,2018,8,노형동,36107983.1443,1140267.7939,2942256.6516,15885329.617
305,2018,8,대륜동,8881012.3844,194260.4346,706484.2565,6712812.8711
306,2018,8,대정읍,10925671.078099998,103579.5294,601584.9316,4746164.3993
307,2018,8,대천동,4104071.7932,63926.602599999984,321692.2026,4407685.6926
308,2018,8,도두동,818154.4456,9066.3987,165358.4411,2900511.5049000005
309,2018,8,동홍동,12047201.667399999,370218.17480000004,789992.0889999999,5488405.119599999
310,2018,8,봉개동,2148839.0899,285311.17310000013,334164.9463,3190101.1134
311,2018,8,삼도1동,6233989.7245000005,57813.5901,427272.8724,4457822.9146
312,2018,8,삼도2동,2945583.2386999996,32446.008100000006,309358.95869999996,4052990.3015
313,2018,8,삼양동,14548178.723600002,97039.90879999999,499991.3574000001,3755522.5741000003
314,2018,8,서홍동,3330309.3732000003,50395.03770000001,186653.4797,2221083.7004
315,2018,8,성산읍,8775394.4425,46747.8856,592502.0276000001,7539019.0147
316,2018,8,송산동,1266033.3150999998,15581.672,89736.9768,1398753.8239
317,2018,8,아라동,24338462.976400003,1167949.6054999996,2513901.4315,10113479.2302
318,2018,8,안덕면,7960750.870000001,105961.4467,1226881.3542,8900970.1926
319,2018,8,애월읍,22005215.748,283398.11139999994,2080906.0426,18025718.931
320,2018,8,연동,30608198.9979,538036.2812999999,3353680.4567,15949605.878499998
321,2018,8,영천동,2312676.5406,180108.13390000002,334033.28620000003,2591038.028
322,2018,8,예래동,2225316.9283,47332.1766,652354.3266,6101279.6049
323,2018,8,오라동,8929938.645100001,85836.75209999998,961982.8833,8635441.776899999
324,2018,8,외도동,6911037.6768,69535.4856,335944.5558,3652199.5266
325,2018,8,용담1동,4430549.4313,69962.3367,245153.00059999997,3038197.2114999993
326,2018,8,용담2동,7179310.455599999,388462.1355,1552731.7663999996,9650117.0025
327,2018,8,우도면,881311.9179999998,150.52710000000002,61457.7144,1117204.5641
328,2018,8,이도1동,4559343.5571,119788.29110000002,923363.7675999999,5589079.7398
329,2018,8,이도2동,36252565.1439,1238551.2778000003,3696630.413399999,17857650.768500004
330,2018,8,이호동,2175332.4304,19647.171200000004,216779.508,2500303.5188
331,2018,8,일도1동,957099.9883000001,23741.7153,224323.43839999998,1994887.9496
332,2018,8,일도2동,20083125.9659,247746.10429999998,966129.3332999998,7492782.043
333,2018,8,정방동,1269576.4553,10061.1461,248905.7958,2927626.5388
334,2018,8,조천읍,12782735.5136,197578.80679999996,1234480.524,10306095.617500002
335,2018,8,중문동,5323767.455,102267.0131,397899.79549999995,4191832.2636999995
336,2018,8,중앙동,1360851.2403,167441.0086,329044.82779999997,3244001.8729
337,2018,8,천지동,479728.3707999999,1615.6616999999999,48094.7944,1460863.0221999998
338,2018,8,추자면,804670.4254,0.0,32847.822499999995,1037119.7506999999
