year,month,emd_nm,ETC_visit_pop_cnt,THA_visit_pop_cnt
2018,4,노형동,271707.5439000003,4203.930900000002
2018,4,대륜동,62800.38909999994,2624.322200000001
2018,4,대정읍,81148.54579999979,8951.113999999969
2018,4,대천동,32190.456400000032,543.2510000000001
2018,4,도두동,120227.41179999968,22891.795999999973
2018,4,동홍동,37262.913900000014,518.1784000000004
2018,4,봉개동,39110.82070000004,267.4463999999999
2018,4,삼도1동,22130.841099999947,1228.5822000000023
2018,4,삼도2동,143311.44879999993,2950.271000000005
2018,4,삼양동,13074.37679999998,8.3577
2018,4,서홍동,104766.83119999997,635.1852
2018,4,성산읍,186043.5411999997,17969.101099999974
2018,4,송산동,14075.609900000029,4772.258399999999
2018,4,아라동,41148.237500000076,58.5039
2018,4,안덕면,262884.48449999973,11684.091400000014
2018,4,애월읍,236266.28000000014,13355.632899999993
2018,4,연동,1154497.762999998,18763.08230000003
2018,4,영천동,20107.3076999999,2975.3481999999995
2018,4,예래동,203926.19459999987,7680.73299999995
2018,4,오라동,40945.177600000054,1036.3550000000012
2018,4,외도동,9795.371299999999,29285.457599999972
2018,4,용담1동,15701.141599999966,58.5039
2018,4,용담2동,732287.8935000006,92026.89510000031
2018,4,우도면,29627.606500000013,75.2193
2018,4,이도1동,36206.18430000006,727.120000000001
2018,4,이도2동,74595.0630999999,5975.765599999983
2018,4,이호동,17789.33569999997,32235.735299999906
2018,4,일도1동,17525.80609999995,2072.7131000000027
2018,4,일도2동,22365.20490000002,50.1462
2018,4,정방동,68840.59439999993,3969.9112000000077
2018,4,조천읍,108737.06599999964,2482.2372000000055
2018,4,중문동,48824.5574,3109.0667000000053
2018,4,중앙동,19141.83590000001,468.03140000000013
2018,4,천지동,29453.410099999986,936.0643000000006
2018,4,추자면,42281.22649999998,601.7544000000008
2018,4,표선면,69840.67749999993,15536.99920000004
2018,4,한경면,27141.386900000114,417.88500000000005
2018,4,한림읍,99562.25219999987,3727.536900000003
2018,4,화북동,10996.45139999998,1153.3626000000022
2018,4,효돈동,6293.207400000002,292.5195
2018,5,건입동,144083.3805000002,4741.74109999999
2018,5,구좌읍,69643.27129999996,7523.559499999991
2018,5,남원읍,216939.57420000015,5428.168799999981
2018,5,노형동,275543.9377,3332.7695999999896
2018,5,대륜동,60356.74539999998,1887.6641999999943
2018,5,대정읍,58351.97370000004,10648.59039999998
2018,5,대천동,23424.907199999998,153.54230000000007
2018,5,도두동,140644.1600000001,19933.361200000036
2018,5,동홍동,30976.711100000055,198.70180000000008
2018,5,봉개동,55107.87370000001,605.1371999999998
2018,5,삼도1동,33128.94870000005,352.24410000000023
2018,5,삼도2동,175728.89390000026,3558.5659999999907
2018,5,삼양동,17055.521799999995,162.57420000000008
2018,5,서홍동,101088.47409999999,478.69070000000033
2018,5,성산읍,159007.46500000035,15959.33669999998
2018,5,송산동,19955.649400000053,234.82940000000013
2018,5,아라동,40794.66439999992,966.4132999999978
2018,5,안덕면,294697.43730000005,9149.298299999982
2018,5,애월읍,272723.2232000006,20104.966800000075
2018,5,연동,1113529.9668,14902.604500000023
2018,5,영천동,15297.94410000004,27.0957
2018,5,예래동,195256.54210000037,4001.129099999987
2018,5,오라동,40404.15659999999,1228.3383999999971
2018,5,외도동,8840.082100000023,38340.33160000008
2018,5,용담1동,14377.121000000014,767.711499999999
2018,5,용담2동,809796.2547000002,92161.29919999962
2018,5,우도면,28815.087499999936,99.35090000000002
2018,5,이도1동,42786.81650000007,334.1802000000002
2018,5,이도2동,62818.55270000004,3838.552499999993
2018,5,이호동,19173.27069999999,37455.20719999998
2018,5,일도1동,16129.935600000063,1815.409199999997
2018,5,일도2동,15328.272300000019,126.44660000000005
2018,5,정방동,58059.26040000002,2673.440699999993
2018,5,조천읍,94497.25310000013,3106.9714999999915
2018,5,중문동,48131.72949999993,1427.0390999999977
2018,5,중앙동,17888.21800000005,903.1899999999982
2018,5,천지동,29295.26790000006,1914.7604999999962
2018,5,추자면,74869.56700000002,722.5517999999994
2018,5,표선면,67821.68439999998,15697.413500000006
2018,5,한경면,22920.85159999998,659.3286999999995
2018,5,한림읍,114885.66710000006,370.30790000000025
2018,5,화북동,10364.31440000001,2826.982399999994
2018,5,효돈동,2739.661799999998,36.1275
2018,6,건입동,184673.74719999993,4385.849000000011
2018,6,구좌읍,75258.7230000001,5061.89320000001
2018,6,남원읍,407579.5719000001,2112.647599999992
2018,6,노형동,284571.0025999999,4715.422900000016
2018,6,대륜동,85264.50170000001,2273.2055000000014
2018,6,대정읍,54573.966,6836.516100000017
2018,6,대천동,29066.684900000073,481.6838000000002
2018,6,도두동,158962.49900000024,4757.674000000012
2018,6,동홍동,42731.73370000012,261.9683
2018,6,봉개동,42726.69480000003,177.46229999999997
2018,6,삼도1동,29815.197500000075,92.95659999999998
2018,6,삼도2동,194045.47869999986,2104.1938999999966
2018,6,삼양동,20004.306200000035,219.71560000000005
2018,6,서홍동,100293.54159999957,1774.6204999999957
2018,6,성산읍,211338.06120000014,7766.076600000028
2018,6,송산동,23681.118600000093,1064.7729000000002
2018,6,아라동,58306.72459999992,363.37570000000017
2018,6,안덕면,266800.6447000002,7250.591200000029
2018,6,애월읍,406850.20749999996,15675.809899999946
2018,6,연동,1201293.6980000003,13309.64819999994
2018,6,영천동,18341.58260000008,5923.8508000000065
2018,6,예래동,233449.84619999988,2264.7566999999963
2018,6,오라동,40551.686800000076,1318.2921999999974
2018,6,외도동,17021.197600000025,40655.69699999988
2018,6,용담1동,13852.750000000036,101.40719999999997
2018,6,용담2동,808031.2290999993,67351.04749999975
2018,6,우도면,53537.30989999997,397.1778000000002
2018,6,이도1동,38882.78270000008,1284.4903999999983
2018,6,이도2동,66011.76040000007,3878.817200000008
2018,6,이호동,20110.563900000085,16309.605299999916
2018,6,일도1동,17275.397900000044,1284.487599999999
2018,6,일도2동,13327.918400000042,270.41910000000007
2018,6,정방동,90206.7214000001,2898.5458000000053
2018,6,조천읍,109827.9203,3202.7723000000133
2018,6,중문동,57026.424700000054,4318.244900000018
2018,6,중앙동,23446.864300000114,295.77100000000013
2018,6,천지동,42032.44550000006,878.8608000000008
2018,6,추자면,90473.93489999996,726.7516000000005
2018,6,표선면,98693.69480000007,11036.45180000001
2018,6,한경면,19093.98500000004,490.1339000000002
2018,6,한림읍,130581.22190000015,5205.555799999995
2018,6,화북동,9990.133800000018,304.22140000000013
2018,6,효돈동,3201.248800000001,8.4506
2018,7,건입동,137901.19120000006,1503.450000000005
2018,7,구좌읍,80599.70030000008,1214.3250000000032
2018,7,남원읍,286446.2688000001,7085.49620000001
2018,7,노형동,312295.4882000001,1385.8725000000056
2018,7,대륜동,68828.34969999996,1000.3725000000038
2018,7,대정읍,28869.51160000004,435.6150000000012
2018,7,대천동,26580.15390000005,341.16750000000076
2018,7,도두동,217712.81849999988,1112.1675000000037
2018,7,동홍동,60684.43010000001,339.2400000000002
2018,7,봉개동,58316.07289999999,1719.3300000000054
2018,7,삼도1동,43829.00330000007,1823.4150000000052
2018,7,삼도2동,174444.49770000024,468.38250000000073
2018,7,삼양동,18816.028500000015,48.1875
2018,7,서홍동,5544.102200000015,0.0
2018,7,성산읍,217148.4867000002,1553.5650000000055
2018,7,송산동,29176.747200000063,82.88250000000001
2018,7,아라동,59474.94629999995,751.7250000000026
2018,7,안덕면,391120.51679999975,3596.7150000000047
2018,7,애월읍,459107.54640000034,6487.966699999999
2018,7,연동,1449683.3478000006,8577.379999999988
2018,7,영천동,19125.445700000037,3.855
2018,7,예래동,367323.4213000002,1597.8975000000055
2018,7,오라동,67765.38890000002,3756.70039999998
2018,7,외도동,24727.15360000004,63.60750000000002
2018,7,용담1동,23602.537100000078,69.38999999999997
2018,7,용담2동,1033585.7515999996,4897.7787000000035
2018,7,우도면,61857.50359999989,898.2150000000025
2018,7,이도1동,45029.34570000004,639.9300000000018
2018,7,이도2동,81844.78670000004,1580.550000000006
2018,7,이호동,33095.99549999993,167.69250000000005
2018,7,일도1동,16657.563700000042,327.67500000000047
2018,7,일도2동,22444.87650000006,69.39
2018,7,정방동,100882.65080000006,564.7575000000011
2018,7,조천읍,177304.89100000012,1166.1375000000044
2018,7,중문동,78971.95860000003,676.5525000000019
2018,7,중앙동,27241.75220000011,28.912499999999994
2018,7,천지동,52182.62370000011,106.01249999999989
2018,7,추자면,136096.74709999998,1432.1325000000047
2018,7,표선면,115969.47060000003,767.1450000000024
2018,7,한경면,33853.163900000065,277.56
2018,7,한림읍,183701.68809999982,2314.9275000000075
2018,7,화북동,8309.780199999996,3.855
2018,7,효돈동,4288.759600000008,7.71
2018,8,건입동,191815.77900000016,885.0096000000054
2018,8,구좌읍,100059.40259999993,635.198200000001
2018,8,남원읍,252796.2190999997,11070.913200000028
2018,8,노형동,482538.7571,1571.6839000000057
2018,8,대륜동,97524.27900000011,843.5833000000042
2018,8,대정읍,61254.919600000074,414.2550999999974
2018,8,대천동,41578.13409999997,387.894399999999
2018,8,도두동,292222.83340000006,1006.7772000000062
2018,8,동홍동,79345.18430000011,649.0061000000014
2018,8,봉개동,79297.81869999995,1674.6224000000113
2018,8,삼도1동,54722.5119,469.4921999999975
2018,8,삼도2동,194312.52479999996,536.0202999999975
2018,8,삼양동,13469.468000000008,212.14640000000045
2018,8,서홍동,10072.748300000021,22.595499999999994
2018,8,성산읍,259201.1616999998,1620.6440000000107
2018,8,송산동,29731.99459999995,46.446299999999965
2018,8,아라동,75156.53410000005,396.6802999999987
2018,8,안덕면,562561.1784999988,4067.3181999999583
2018,8,애월읍,520624.0387999998,7685.233899999975
2018,8,연동,1847455.0735999981,4677.417399999952
2018,8,영천동,18580.22290000001,25.106399999999994
2018,8,예래동,499043.3945000006,538.5356999999989
2018,8,오라동,69470.01409999991,340.1913999999984
2018,8,외도동,30709.0882,188.29540000000043
2018,8,용담1동,19455.03390000005,101.68010000000011
2018,8,용담2동,1351456.5660999976,5232.280599999921
2018,8,우도면,63919.260299999965,687.9211000000012
2018,8,이도1동,56703.208300000035,158.16910000000036
2018,8,이도2동,117932.17690000014,444.3836999999971
2018,8,이호동,41201.463699999986,316.3411999999992
2018,8,일도1동,22119.176800000016,115.48970000000014
2018,8,일도2동,41973.986699999965,163.19140000000027
2018,8,정방동,121113.87649999997,626.4051999999997
2018,8,조천읍,232931.3356000001,1281.697400000009
2018,8,중문동,110809.41769999996,564.9011000000007
2018,8,중앙동,28486.371599999977,161.93670000000012
2018,8,천지동,53871.1193,448.1549999999985
2018,8,추자면,110614.81870000025,2026.1180000000104
2018,8,표선면,109543.90800000013,940.2433000000043
2018,8,한경면,31693.991700000042,259.8509000000003
2018,8,한림읍,220678.9240999996,3831.314399999973
2018,8,화북동,19474.250199999995,52.72269999999995
2018,8,효돈동,7990.357300000018,0.0
2018,9,건입동,213673.78760000056,4669.9820000000045
2018,9,구좌읍,84368.23730000012,3022.7617000000077
2018,9,남원읍,436524.0912999999,15569.192499999988
2018,9,노형동,345845.0860000004,4327.530700000001
2018,9,대륜동,70453.91060000012,1440.5884999999937
2018,9,대정읍,34625.84950000012,1717.9965999999934
2018,9,대천동,27869.089300000076,489.75609999999807
2018,9,도두동,234607.2767000001,12303.444899999997
2018,9,동홍동,60010.03160000018,384.5358999999987
2018,9,봉개동,68085.66809999998,1867.2203999999942
2018,9,삼도1동,37109.33489999999,805.4269999999982
2018,9,삼도2동,182547.7616000002,3434.0908000000204
2018,9,삼양동,14104.53040000003,288.8822999999997
2018,9,서홍동,26513.598000000016,770.9863999999993
2018,9,성산읍,201560.77450000023,7568.4029000000055
2018,9,송산동,34580.01950000006,484.01959999999855
2018,9,아라동,76157.63270000002,474.450599999998
2018,9,안덕면,224405.37379999997,9613.55790000004
2018,9,애월읍,553538.2351999998,18331.7759
2018,9,연동,1447415.0870000012,12517.721799999996
2018,9,영천동,21871.728700000043,74.611
2018,9,예래동,263598.4407000004,3711.4979000000203
2018,9,오라동,41498.04770000007,3001.718400000006
2018,9,외도동,22216.895100000016,15613.189599999963
2018,9,용담1동,18405.05090000003,380.7131999999998
2018,9,용담2동,886210.592,33803.398799999995
2018,9,우도면,51710.27590000003,1777.3036999999924
2018,9,이도1동,43416.38419999993,891.5171999999957
2018,9,이도2동,77715.65390000005,862.8173999999965
2018,9,이호동,36014.90579999993,7382.827499999998
2018,9,일도1동,17851.12100000003,1341.109499999997
2018,9,일도2동,39657.372900000075,608.3736999999978
2018,9,정방동,86710.10300000019,1446.333299999995
2018,9,조천읍,154453.6458,3390.0871999999945
2018,9,중문동,66396.59530000004,1312.4069999999954
2018,9,중앙동,29720.647100000064,455.3250999999993
2018,9,천지동,45198.19060000002,1044.5718999999974
2018,9,추자면,84863.94350000002,3799.4990999999964
2018,9,표선면,111153.34969999999,6609.915699999992
2018,9,한경면,49063.57070000004,1180.398899999994
2018,9,한림읍,150348.1043,5957.530300000001
2018,9,화북동,12665.058100000013,130.09120000000001
2018,9,효돈동,8829.052199999984,38.262299999999996
2018,10,건입동,258613.89440000014,5231.525199999968
2018,10,구좌읍,112901.71230000009,3177.548499999985
2018,10,남원읍,232130.3660999998,13292.908700000025
2018,10,노형동,513508.28150000004,5178.405999999972
2018,10,대륜동,205500.91620000039,32730.075100000173
2018,10,대정읍,45426.408500000056,1365.0262999999948
2018,10,대천동,226102.76210000057,41705.77610000002
2018,10,도두동,361013.32180000003,19020.23810000015
2018,10,동홍동,94175.68120000008,1086.547699999997
2018,10,봉개동,69412.92780000015,3930.887399999969
2018,10,삼도1동,50606.639200000085,651.9284999999975
2018,10,삼도2동,306928.0909,7074.634799999966
2018,10,삼양동,18192.569799999947,64.38799999999993
2018,10,서홍동,29521.60119999998,88.53350000000002
2018,10,성산읍,271637.2101000002,8912.914899999992
2018,10,송산동,34824.552399999775,631.0023999999964
2018,10,아라동,63584.856799999965,226.96770000000012
2018,10,안덕면,296639.4426,16365.839000000047
2018,10,애월읍,553949.9831000003,27212.011300000024
2018,10,연동,1999081.8902999994,18263.676000000156
2018,10,영천동,50816.33699999991,819.3373999999961
2018,10,예래동,451933.1970000003,4235.120699999978
2018,10,오라동,58903.02150000001,4606.962199999985
2018,10,외도동,46840.08230000003,18273.33790000008
2018,10,용담1동,27874.55849999992,413.6928999999984
2018,10,용담2동,1205023.6481999997,35551.880700000074
2018,10,우도면,76946.50380000002,2438.6954999999853
2018,10,이도1동,76210.43230000001,1163.8134999999945
2018,10,이도2동,98601.4870999998,1017.3303999999952
2018,10,이호동,36481.05979999992,6912.054399999947
2018,10,일도1동,27014.590099999878,1406.8780999999954
2018,10,일도2동,69861.53779999999,133.6051
2018,10,정방동,159483.3434,3872.9393999999825
2018,10,조천읍,192301.4125000003,2055.5868999999884
2018,10,중문동,99735.99889999987,3229.058199999987
2018,10,중앙동,43608.120099999986,2467.6715999999915
2018,10,천지동,57075.21180000002,1382.7322999999928
2018,10,추자면,59440.53560000017,3895.4739999999774
2018,10,표선면,135519.20560000002,7304.8243999999595
2018,10,한경면,47005.240800000036,523.1524999999997
2018,10,한림읍,185457.8761000003,5545.416599999952
2018,10,화북동,24320.721599999997,235.0162000000002
2018,10,효돈동,11267.97219999989,53.12009999999999
2018,11,건입동,182032.55499999976,6204.573399999968
2018,11,구좌읍,74191.47229999994,3396.9390000000167
2018,11,남원읍,171522.4586,16206.655900000012
2018,11,노형동,379907.6490000001,5259.197599999999
2018,11,대륜동,61943.85649999997,1418.9543000000047
2018,11,대정읍,58359.63419999995,1374.4466000000023
2018,11,대천동,35736.705899999986,446.87439999999845
2018,11,도두동,334477.4741000004,20132.358400000023
2018,11,동홍동,68177.45609999988,1491.9521000000054
2018,11,봉개동,72402.42819999988,3389.8162000000225
2018,11,삼도1동,41662.87009999997,717.489599999999
2018,11,삼도2동,210494.4316,7335.099699999976
2018,11,삼양동,18938.465000000047,202.96139999999963
2018,11,서홍동,21789.2755,23.1451
2018,11,성산읍,199463.52170000036,9099.44149999996
2018,11,송산동,24288.723699999995,655.1796999999979
2018,11,아라동,74497.85929999987,827.8733999999976
2018,11,안덕면,237624.21420000022,9480.43949999997
2018,11,애월읍,468801.4859000005,22683.61969999996
2018,11,연동,1691863.159500002,14079.116099999972
2018,11,영천동,31078.193999999952,637.3746999999976
2018,11,예래동,268746.60779999953,3425.4229999999993
2018,11,오라동,54102.00419999995,3614.1423000000123
2018,11,외도동,41710.20379999996,22263.45230000002
2018,11,용담1동,21274.853899999973,275.96069999999924
2018,11,용담2동,963257.9784999987,37934.21849999998
2018,11,우도면,48054.7387999999,2453.3451000000186
2018,11,이도1동,57106.686699999955,667.639999999998
2018,11,이도2동,95569.86899999986,1563.1640000000073
2018,11,이호동,50197.619099999916,7641.323799999996
2018,11,일도1동,19127.975600000016,1354.8631000000044
2018,11,일도2동,77951.95929999977,183.38009999999966
2018,11,정방동,71638.72869999986,4223.028400000032
2018,11,조천읍,136374.8957999998,3477.0555000000277
2018,11,중문동,212325.4071000006,5107.865599999994
2018,11,중앙동,29033.021599999927,1217.7756000000022
2018,11,천지동,37867.650800000025,1755.4443000000156
2018,11,추자면,56950.77729999996,3416.523100000027
2018,11,표선면,116542.6329999998,8018.762399999972
2018,11,한경면,28630.634899999957,1422.5117999999995
2018,11,한림읍,145802.5696000001,5795.087299999981
2018,11,화북동,24610.917300000026,822.5347999999972
2018,11,효돈동,9384.179300000042,186.94049999999976
2018,12,건입동,173317.52930000005,3696.360100000003
2018,12,구좌읍,69105.05980000005,2917.2117999999864
2018,12,남원읍,123812.01079999995,11797.037799999971
2018,12,노형동,406948.7364000001,7311.354200000007
2018,12,대륜동,62196.297399999996,1251.0992000000044
2018,12,대정읍,66843.6810000001,2992.477199999993
2018,12,대천동,30664.80200000001,671.3222
2018,12,도두동,323177.5713999999,27550.843299999888
2018,12,동홍동,75455.39109999995,1039.5328999999974
2018,12,봉개동,56527.02759999996,3627.1922000000036
2018,12,삼도1동,39188.751599999974,596.0511999999995
2018,12,삼도2동,180405.15400000007,7205.565499999989
2018,12,삼양동,14272.591599999998,280.73340000000013
2018,12,서홍동,180371.08810000014,3743.1493999999893
2018,12,성산읍,198538.4151000002,11414.584399999978
2018,12,송산동,20636.347099999984,1124.9743999999998
2018,12,아라동,59678.15530000007,1192.1067000000046
2018,12,안덕면,340992.09030000045,8664.176900000035
2018,12,애월읍,424216.4821000006,21431.600999999984
2018,12,연동,1703938.6848,17090.350399999985
2018,12,영천동,63451.63670000017,3222.361799999987
2018,12,예래동,142897.92210000005,1780.025000000009
2018,12,오라동,49490.945,3612.9532999999856
2018,12,외도동,35822.16709999999,27620.00619999994
2018,12,용담1동,21202.78279999998,362.1056999999996
2018,12,용담2동,922206.6740999989,49179.770700000125
2018,12,우도면,33705.04760000005,1550.144200000004
2018,12,이도1동,56927.07209999995,1279.5819999999999
2018,12,이도2동,71780.56249999988,1244.9976000000045
2018,12,이호동,51569.72430000004,11432.89439999998
2018,12,일도1동,18458.859700000005,1019.1925000000007
2018,12,일도2동,72305.78560000009,400.75909999999885
2018,12,정방동,67016.14649999994,1362.9882000000043
2018,12,조천읍,107873.81519999988,3114.540799999982
2018,12,중문동,148690.61010000014,5120.383499999994
2018,12,중앙동,29985.94079999999,750.6590999999976
2018,12,천지동,34125.6875,734.3847999999991
2018,12,추자면,51387.19450000014,4223.247699999993
2018,12,표선면,115148.64759999988,10985.34389999996
2018,12,한경면,25482.972999999958,1535.9056000000037
2018,12,한림읍,142943.52209999986,2654.7839000000067
2018,12,화북동,14355.771399999989,372.2768999999987
2018,12,효돈동,12805.98160000001,203.4308000000001
2019,1,건입동,144461.95599999986,1589.7636000000095
2019,1,구좌읍,78740.5413000002,2315.8062000000054
2019,1,남원읍,133529.94429999992,11513.779900000036
2019,1,노형동,444422.72219999984,5479.372499999981
2019,1,대륜동,58089.996099999764,785.465700000005
2019,1,대정읍,47905.946400000175,2257.836500000004
2019,1,대천동,26868.70880000012,176.80240000000006
2019,1,도두동,344696.05590000027,19694.43440000002
2019,1,동홍동,64189.607100000045,336.2143000000003
2019,1,봉개동,49383.115099999945,2562.1666000000037
2019,1,삼도1동,44835.03790000016,320.27320000000043
2019,1,삼도2동,189530.01100000023,3804.1185000000005
2019,1,삼양동,16827.71520000005,197.09119999999973
2019,1,서홍동,173771.765,3554.856199999991
2019,1,성산읍,219177.2773000002,6927.111599999983
2019,1,송산동,12700.80169999999,288.3907999999997
2019,1,아라동,47390.38870000011,755.0332000000026
2019,1,안덕면,177426.2906999999,6211.220099999995
2019,1,애월읍,446834.69669999974,18188.73040000008
2019,1,연동,1686374.1359,11678.987400000044
2019,1,영천동,75908.52479999996,3979.4688999999926
2019,1,예래동,148263.0149,675.3265000000029
2019,1,오라동,44960.23260000014,3314.293700000003
2019,1,외도동,36174.17300000001,21429.11010000009
2019,1,용담1동,18198.931500000035,121.73270000000007
2019,1,용담2동,1000698.8727999987,35594.903
2019,1,우도면,36092.87849999997,1743.3772000000079
2019,1,이도1동,59836.31279999989,426.0638000000001
2019,1,이도2동,79822.76190000003,447.80280000000164
2019,1,이호동,56346.37709999982,9029.878299999984
2019,1,일도1동,23025.775000000056,836.1841000000024
