year,month,emd_nm,FRA_cnt,KHM_cnt,LKA_cnt,MMR_cnt,UZB_cnt,UKR_cnt,ETC_resd_pop_cnt
2018,2,이도2동,585.5752000000001,5538.9667,66.5195,0.0,5859.212199999999,0.0,359093.18269999995
2018,2,이호동,0.0,5529.228399999999,0.0,0.0,7118.176900000001,0.0,64552.8274
2018,2,일도1동,0.0,0.0,1547.5404,0.0,2203.7518,0.0,32071.653199999997
2018,2,일도2동,0.0,10025.293000000001,0.0,0.0,0.0,0.0,164906.19199999998
2018,2,정방동,0.0,0.0,0.0,0.0,0.0,0.0,121895.372
2018,2,조천읍,0.0,5399.2651000000005,47465.63290000001,18428.697999999997,0.0,0.0,180759.7455
2018,2,중문동,0.0,0.0,3721.2661,0.0,0.0,0.0,172655.77499999997
2018,2,중앙동,0.0,0.0,0.0,0.0,0.0,0.0,36170.4487
2018,2,천지동,0.0,0.0,0.0,0.0,0.0,0.0,12798.469699999998
2018,2,추자면,0.0,0.0,0.0,0.0,0.0,0.0,20489.8125
2018,2,표선면,0.0,8931.779400000001,14440.0381,20725.429600000003,0.0,0.0,175355.7862
2018,2,한경면,0.0,11821.0384,16294.014699999998,928.2462999999999,0.0,0.0,109126.0114
2018,2,한림읍,0.0,12656.8089,44476.463599999995,3685.712799999999,2321.2367999999997,0.0,873669.3678000001
2018,2,화북동,0.0,0.0,4638.979900000001,0.0,0.0,0.0,158432.41220000002
2018,2,효돈동,0.0,0.0,5057.144899999999,3074.011699999999,0.0,0.0,14703.197199999995
2018,3,건입동,0.0,0.0,2630.4012,752.722,0.0,0.0,91562.5582
2018,3,구좌읍,0.0,18453.4321,26403.606200000002,2181.4045000000006,1295.3036,0.0,187421.1975
2018,3,남원읍,0.0,15286.359099999998,31241.690699999992,7598.232900000001,0.0,0.0,134657.03350000002
2018,3,노형동,0.0,20176.3882,0.0,21312.328999999998,1840.4750999999997,0.0,1226674.5231
2018,3,대륜동,0.0,13276.1691,0.0,0.0,0.0,0.0,103682.3389
2018,3,대정읍,0.0,32058.62490000001,52712.8975,6898.088900000002,0.0,0.0,577143.0859
2018,3,대천동,0.0,9189.652999999997,0.0,0.0,0.0,0.0,78440.31900000002
2018,3,도두동,0.0,12060.0312,0.0,0.0,0.0,0.0,58283.87700000001
2018,3,동홍동,0.0,9797.5468,0.0,0.0,780.2357999999999,0.0,159050.9842
2018,3,봉개동,0.0,0.0,1406.4625,0.0,0.0,0.0,40738.6316
2018,3,삼도1동,0.0,0.0,0.0,0.0,8341.9984,0.0,52065.33260000001
2018,3,삼도2동,0.0,0.0,0.0,0.0,0.0,0.0,71936.1394
2018,3,삼양동,0.0,0.0,4647.4233,0.0,0.0,0.0,54766.67250000001
2018,3,서홍동,0.0,0.0,0.0,0.0,0.0,0.0,56677.29680000001
2018,3,성산읍,0.0,6659.860200000001,43297.458699999996,3925.3687999999993,0.0,6667.428199999999,229756.8298
2018,3,송산동,0.0,0.0,7858.8617,0.0,0.0,0.0,67898.25690000001
2018,3,아라동,0.0,13164.6636,34536.811299999994,8081.159599999999,4888.0569000000005,0.0,829523.7562999997
2018,3,안덕면,3845.2045000000007,0.0,4194.1162,0.0,4992.0553,0.0,813498.0162999999
2018,3,애월읍,0.0,38057.42630000001,3584.4768,7892.4747,0.0,4702.0819999999985,592929.2756
2018,3,연동,0.0,2803.1812,18378.258099999995,12945.7902,13761.2989,0.0,1682146.8435000004
2018,3,영천동,0.0,0.0,7533.675899999999,14328.2759,9315.7968,0.0,39639.9297
2018,3,예래동,0.0,0.0,0.0,3749.0172999999995,0.0,0.0,105850.11510000001
2018,3,오라동,0.0,0.0,0.0,0.0,0.0,0.0,148569.56220000001
2018,3,외도동,0.0,0.0,0.0,0.0,0.0,0.0,48805.2265
2018,3,용담1동,0.0,0.0,0.0,0.0,0.0,0.0,21955.5684
2018,3,용담2동,0.0,0.0,0.0,0.0,0.0,0.0,78537.38510000001
2018,3,우도면,0.0,0.0,0.0,0.0,0.0,0.0,7090.8418
2018,3,이도1동,0.0,2460.9200999999994,0.0,0.0,0.0,0.0,71432.9319
2018,3,이도2동,3456.880700000001,6506.2513,0.0,11162.6538,5524.745599999999,0.0,373979.0282
2018,3,이호동,0.0,5558.084900000002,0.0,0.0,12630.069800000003,0.0,63237.77170000001
2018,3,일도1동,0.0,0.0,1391.0320000000002,0.0,1710.2535999999998,0.0,22049.8204
2018,3,일도2동,0.0,11057.9241,2204.4868000000006,0.0,0.0,0.0,194639.26750000002
2018,3,정방동,0.0,0.0,0.0,0.0,0.0,0.0,78146.93349999998
2018,3,조천읍,0.0,5943.16,36282.496900000006,18606.7348,0.0,0.0,196379.3552
2018,3,중문동,0.0,0.0,1597.4655999999998,0.0,0.0,0.0,184478.83039999998
2018,3,중앙동,0.0,0.0,0.0,0.0,0.0,0.0,25966.985
2018,3,천지동,43.0991,0.0,0.0,0.0,0.0,0.0,9764.722899999999
2018,3,추자면,0.0,0.0,0.0,0.0,0.0,0.0,14876.8824
2018,3,표선면,0.0,9866.981999999998,16013.200800000002,23403.717999999993,0.0,0.0,190836.4871
2018,3,한경면,0.0,9974.998500000002,16650.335600000002,127.28949999999999,0.0,0.0,108508.19480000001
2018,3,한림읍,0.0,15738.099599999998,53144.6236,5624.3701,2858.489900000001,0.0,920423.2951
2018,3,화북동,0.0,0.0,7273.4324000000015,0.0,0.0,0.0,183850.07050000003
2018,3,효돈동,0.0,0.0,2559.3327999999997,3666.8765999999996,0.0,0.0,14240.1129
2018,4,건입동,0.0,0.0,5254.995900000001,173.64250000000007,0.0,0.0,80715.80840000001
2018,4,구좌읍,0.0,12009.1095,24278.206499999997,0.0,777.5311999999998,0.0,170819.87439999997
2018,4,남원읍,0.0,6759.5326,31218.4465,4911.8561,0.0,0.0,134969.6778
2018,4,노형동,2499.479,42713.46639999999,0.0,18058.3252,0.0,0.0,1295001.5029000002
2018,4,대륜동,0.0,14448.258800000001,0.0,0.0,0.0,0.0,101235.3495
2018,4,대정읍,0.0,25419.737499999996,49726.86649999999,6853.963700000001,0.0,0.0,559751.1471000001
2018,4,대천동,0.0,5139.6332,0.0,0.0,0.0,0.0,77436.4555
2018,4,도두동,0.0,13265.5675,0.0,0.0,0.0,0.0,61933.014
2018,4,동홍동,0.0,8661.7814,0.0,0.0,3835.7304000000004,0.0,167728.33299999996
2018,4,봉개동,0.0,0.0,6.6612,0.0,0.0,0.0,38340.07000000001
2018,4,삼도1동,0.0,0.0,0.0,0.0,7784.820800000003,0.0,69681.16459999999
2018,4,삼도2동,0.0,0.0,0.0,0.0,0.0,0.0,59176.2384
2018,4,삼양동,0.0,5256.9168,2061.9736,0.0,3219.0036999999998,0.0,42382.393699999986
2018,4,서홍동,0.0,0.0,0.0,0.0,0.0,0.0,59674.7081
2018,4,성산읍,0.0,6188.4938,42760.0225,3589.5398,0.0,5649.9372,214910.31600000005
2018,4,송산동,0.0,0.0,2719.9405999999994,0.0,0.0,0.0,54918.06480000001
2018,4,아라동,0.0,11441.603700000001,28284.041999999998,10095.1916,4383.772199999999,0.0,928756.2479999998
2018,4,안덕면,4265.0475,19503.439900000005,2945.897,0.0,4811.6957,0.0,897747.5222999998
2018,4,애월읍,0.0,28983.553499999995,4919.2775,15188.4489,2807.297,3586.895700000001,645553.7647
2018,4,연동,0.0,7970.9514,12458.853399999998,9089.880699999998,7928.098699999998,0.0,1652782.5741999997
2018,4,영천동,0.0,0.0,6651.676899999999,8770.301200000002,2735.2021,0.0,48433.7074
2018,4,예래동,0.0,0.0,0.0,0.0,0.0,0.0,102388.79780000001
2018,4,오라동,0.0,0.0,0.0,0.0,0.0,0.0,135089.01739999998
2018,4,외도동,0.0,0.0,0.0,0.0,0.0,0.0,43377.11990000001
2018,4,용담1동,0.0,0.0,0.0,0.0,0.0,0.0,20255.9345
2018,4,용담2동,0.0,0.0,0.0,0.0,0.0,0.0,69471.613
2018,4,우도면,0.0,0.0,0.0,0.0,0.0,0.0,5222.787200000001
2018,4,이도1동,0.0,1860.2082999999998,0.0,0.0,0.0,0.0,77976.88430000002
2018,4,이도2동,4492.8618,6119.150699999999,0.0,8425.7429,4944.034199999999,0.0,346765.875
2018,4,이호동,0.0,10623.649,0.0,0.0,11604.666799999997,0.0,55319.5844
2018,4,일도1동,0.0,0.0,380.0483,0.0,726.5345,0.0,15517.658899999999
2018,4,일도2동,0.0,10539.750999999998,0.0,0.0,0.0,0.0,166637.6531
2018,4,정방동,0.0,0.0,0.0,0.0,0.0,0.0,89341.83899999999
2018,4,조천읍,0.0,10214.191200000003,37912.2065,16539.2913,0.0,0.0,214980.39089999994
2018,4,중문동,0.0,0.0,2072.4812999999995,0.0,0.0,0.0,166984.36550000004
2018,4,중앙동,0.0,0.0,0.0,0.0,0.0,0.0,28837.467399999994
2018,4,천지동,0.0,0.0,0.0,0.0,0.0,0.0,5313.814900000001
2018,4,추자면,0.0,0.0,1538.4461000000003,0.0,0.0,0.0,25367.9057
2018,4,표선면,0.0,14517.6337,17910.8277,16420.0942,4839.735599999999,1651.0403000000001,191670.26370000004
2018,4,한경면,0.0,3972.3069,11285.956199999999,0.0,0.0,0.0,100803.563
2018,4,한림읍,0.0,16129.4676,38927.823200000006,8769.992400000001,3226.8381,0.0,840787.8803999999
2018,4,화북동,0.0,0.0,6863.9090000000015,0.0,0.0,0.0,173184.42660000004
2018,4,효돈동,0.0,11084.1864,3089.9087,0.0,0.0,0.0,13929.3178
2018,5,건입동,0.0,0.0,256.92940000000004,0.0,0.0,0.0,3405.8456000000006
2018,5,구좌읍,0.0,378.96559999999994,710.0536999999999,0.0,0.0,0.0,6054.2961000000005
2018,5,남원읍,0.0,500.02259999999995,1034.7675,219.7327,0.0,0.0,5182.7028
2018,5,노형동,38.7411,1558.529,0.0,504.39910000000003,0.0,0.0,42072.4147
2018,5,대륜동,71.8524,320.1261,0.0,0.0,0.0,0.0,3516.7371000000003
2018,5,대정읍,0.0,801.2620999999999,1514.8197,219.7327,111.455,0.0,17019.535800000005
2018,5,대천동,0.0,17.0826,20.3205,0.0,0.0,0.0,3108.3716
2018,5,도두동,0.0,525.7432,0.0,0.0,0.0,0.0,1842.3285999999998
2018,5,동홍동,0.0,276.0629,0.0,0.0,62.699400000000004,0.0,5709.1682
2018,5,봉개동,0.0,0.0,0.0,99.88269999999999,0.0,0.0,1114.0001
2018,5,삼도1동,0.0,0.0,0.0,0.0,236.73830000000004,0.0,2210.8268
2018,5,삼도2동,0.0,0.0,0.0,0.0,0.0,0.0,1912.2995000000005
2018,5,삼양동,0.0,86.7814,148.78379999999999,0.0,83.59330000000001,0.0,1340.6000999999997
2018,5,서홍동,0.0,0.0,0.0,0.0,0.0,0.0,2284.1973000000003
2018,5,성산읍,0.0,189.4829,1041.4864999999998,109.8664,0.0,183.30750000000003,7324.4553
2018,5,송산동,0.0,0.0,0.0,0.0,0.0,0.0,1843.9414000000002
2018,5,아라동,0.0,378.96559999999994,1001.2241000000001,294.8349999999999,153.1452,0.0,32303.392400000004
2018,5,안덕면,121.5902,456.78809999999993,141.95309999999998,0.0,306.29009999999994,0.0,25648.862300000004
2018,5,애월읍,0.0,896.6059999999999,175.83899999999997,374.6939,229.78140000000005,133.19400000000002,20584.8286
2018,5,연동,0.0,319.12219999999996,297.5675,334.6447,278.52389999999997,0.0,51599.721199999985
2018,5,영천동,0.0,0.0,392.24350000000004,314.6583,0.0,0.0,2026.3443
2018,5,예래동,0.0,0.0,0.0,0.0,139.5712,0.0,3429.0455
2018,5,오라동,0.0,0.0,0.0,0.0,0.0,0.0,3753.6952999999994
2018,5,외도동,0.0,0.0,0.0,109.8664,0.0,0.0,1606.1738
2018,5,용담1동,0.0,0.0,0.0,0.0,0.0,0.0,608.3118
2018,5,용담2동,0.0,0.0,0.0,0.0,0.0,0.0,1954.4764
2018,5,우도면,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,이도1동,0.0,34.4136,0.0,0.0,0.0,0.0,2014.1661000000004
2018,5,이도2동,121.2454,189.4829,0.0,304.7304,306.29009999999994,0.0,10927.119299999997
2018,5,이호동,0.0,318.56370000000004,0.0,0.0,403.7749999999999,0.0,2285.580999999999
2018,5,일도1동,0.0,0.0,0.0,0.0,0.0,0.0,218.5494
2018,5,일도2동,0.0,327.73689999999993,0.0,0.0,0.0,0.0,5407.566799999999
2018,5,정방동,0.0,0.0,0.0,0.0,0.0,0.0,3035.9013000000004
2018,5,조천읍,0.0,250.30360000000002,1379.3038999999999,494.32030000000003,0.0,0.0,6772.489099999999
2018,5,중문동,0.0,52.146,0.0,0.0,0.0,0.0,5212.127399999999
2018,5,중앙동,0.0,0.0,0.0,0.0,0.0,0.0,1187.5139000000001
2018,5,천지동,0.0,0.0,0.0,0.0,0.0,0.0,116.0385
2018,5,추자면,0.0,189.4829,0.0,0.0,0.0,0.0,612.9013
2018,5,표선면,0.0,533.9153999999999,399.1131000000001,404.6813,153.1452,0.0,5371.2952
2018,5,한경면,0.0,0.0,331.25530000000003,0.0,0.0,0.0,2987.3862999999997
2018,5,한림읍,0.0,378.96559999999994,1048.3454,184.87740000000002,139.2455,0.0,25070.604999999996
2018,5,화북동,0.0,86.5263,277.19649999999996,0.0,0.0,0.0,4772.327000000001
2018,5,효돈동,0.0,284.973,0.0,0.0,0.0,0.0,399.42560000000003
