,year,month,emd_nm,em_g,BGD_cnt,DEU_cnt,FRA_cnt,KGZ_cnt,LKA_cnt,MMR_cnt,NPL_cnt,PHL_cnt,UKR_cnt,UZB_cnt,ETC_visit_pop_cnt,THA_visit_pop_cnt,배달_cnt,resd
19,2018,1,영천동,26620950,0.0,0.0,0.0,0.0,8861.843399999998,12739.761100000002,17811.059800000003,1678.0559999999998,0.0,10458.989200000002,19938.11469999994,11.7283,35,5888549.421999999
20,2018,1,예래동,12408800,0.0,0.0,0.0,0.0,0.0,4072.0873,0.0,0.0,0.0,0.0,112123.9696000006,562.9583999999998,145,8272584.3001
21,2018,1,오라동,54526600,0.0,0.0,0.0,0.0,0.0,0.0,5340.4031,0.0,0.0,0.0,23025.115299999958,656.7847999999997,330,19232150.1178
22,2018,1,외도동,95864700,0.0,0.0,0.0,6035.446699999998,0.0,0.0,0.0,10181.2912,0.0,1186.4438999999995,7802.991499999981,24359.670200000124,565,10253212.892899998
23,2018,1,용담1동,40712250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10794.303400000012,35.1849,363,8246498.040700001
24,2018,1,용담2동,68654450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3885.5611,0.0,0.0,513645.2746000005,64400.04640000027,895,17514869.690300003
25,2018,1,이도1동,51373100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9861.5604,0.0,0.0,25986.81929999998,293.2074999999999,697,11602014.017400002
26,2018,1,이도2동,246651600,0.0,0.0,4168.4715,0.0,2643.2196,0.0,15220.9887,3027.0864000000006,0.0,16011.2379,37776.30799999993,4233.916200000017,3501,61240661.216800004
27,2018,1,이호동,17513450,0.0,0.0,0.0,0.0,0.0,0.0,6505.333100000001,0.0,0.0,12962.4814,9416.596299999996,31009.61030000008,60,4593463.1232
28,2018,1,일도1동,21302450,0.0,0.0,0.0,0.0,0.0,0.0,7316.1548,235.4583,0.0,4559.113300000001,13154.553900000004,926.5355999999996,120,3392740.8865
29,2018,1,일도2동,170627900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13123.2407,0.0,0.0,15516.280600000006,46.9132,1871,30707987.573200006
30,2018,1,정방동,26958250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4374.297500000001,0.0,0.0,38006.60990000005,23.4566,100,5099776.0476
31,2018,1,중문동,52591350,0.0,0.0,0.0,0.0,4648.116300000001,0.0,26581.673700000007,0.0,0.0,0.0,34127.97530000013,187.6528,418,9059599.571600001
32,2018,1,중앙동,52602100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3082.8597,0.0,0.0,13112.274800000016,281.47919999999993,85,5111458.627700001
33,2018,1,천지동,38935950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959.4042000000004,0.0,0.0,17406.058700000005,187.6528,100,2274476.6611
34,2018,1,표선면,12716050,0.0,0.0,0.0,0.0,8476.101,18724.361,42911.73560000001,20823.3345,0.0,0.0,33630.344900000004,11869.036800000084,180,10793193.908400001
35,2018,1,화북동,114334400,0.0,0.0,0.0,7009.731700000002,9972.533,0.0,31522.9249,31523.706,0.0,0.0,8625.80090000003,0.0,823,25927292.2787
36,2018,1,효돈동,19263950,0.0,0.0,0.0,0.0,9215.538299999998,0.0,0.0,5591.317799999999,0.0,0.0,6418.454500000082,0.0,160,4077102.4235
37,2018,2,건입동,42953550,0.0,0.0,0.0,0.0,3089.7859000000003,1305.1317,2955.7406,4523.5735,0.0,0.0,82359.87259999997,1382.6168999999989,534,9661625.6285
38,2018,2,남원읍,37088050,0.0,0.0,0.0,0.0,35605.9948,7222.693000000001,33836.34219999999,12820.924500000005,0.0,0.0,158079.13300000023,2019.409499999996,303,12663453.9231
39,2018,2,노형동,243744900,0.0,0.0,0.0,0.0,258.63430000000005,18504.8825,7763.3649,4587.006800000001,0.0,1497.59,237272.74889999995,4431.352800000035,3761,49495562.685100004
40,2018,2,대륜동,51722150,0.0,260.2858,0.0,0.0,0.0,0.0,0.0,3732.9844,0.0,0.0,45988.25009999999,562.6448999999999,379,13922825.134200005
41,2018,2,대정읍,36731400,0.0,0.0,0.0,0.0,43589.0998,6988.738699999999,0.0,13906.4628,0.0,0.0,27771.368600000016,2930.974100000008,492,15123466.9106
42,2018,2,대천동,44956800,0.0,0.0,0.0,0.0,0.0,0.0,16825.5137,0.0,0.0,0.0,15079.85040000005,327.1197000000004,375,7364417.8786
43,2018,2,도두동,14004850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85932.50980000006,8792.912900000012,125,3136930.9973000004
44,2018,2,동홍동,113812050,0.0,0.0,0.0,0.0,88.05779999999999,1092.6157,0.0,9737.202,0.0,2354.641,47604.80980000003,135.20959999999997,597,16054030.3484
45,2018,2,봉개동,9991650,0.0,0.0,0.0,0.0,1755.5410000000002,0.0,0.0,0.0,0.0,0.0,17946.17180000001,244.2495000000002,25,4427847.439300001
46,2018,2,삼도1동,68419050,0.0,0.0,0.0,0.0,0.0,0.0,3628.750600000001,0.0,0.0,8123.3217,11527.108599999976,61.06240000000002,781,10536160.182800002
47,2018,2,삼도2동,36785950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90580.1777,1016.2479999999978,620,6597091.0075
48,2018,2,삼양동,96713450,0.0,0.0,0.0,0.0,6785.6737,0.0,19553.8338,3824.9885,0.0,0.0,10522.362400000007,52.33920000000001,627,16743814.847199999
49,2018,2,서홍동,45843500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5207.911599999999,0.0,0.0,108528.82000000012,409.9903000000006,258,5625745.1247000005
50,2018,2,성산읍,10137100,0.0,0.0,0.0,0.0,40811.89139999999,3381.2408,12351.1876,5157.108399999999,6037.2768,0.0,108907.64069999984,5351.641900000026,340,13500153.409
51,2018,2,송산동,22845650,0.0,0.0,0.0,0.0,7926.7016,173.73510000000002,0.0,0.0,0.0,0.0,9134.324699999968,13.0848,140,2400252.0146
52,2018,2,아라동,113409350,733.0015999999999,0.0,0.0,0.0,31270.9156,4656.4927,3438.5897,0.0,0.0,0.0,29923.82520000008,375.0974000000005,1073,30484239.6032
53,2018,2,안덕면,8852300,0.0,4405.905999999999,5466.654700000002,0.0,3597.0854,0.0,10489.5199,914.6343,0.0,3045.3621,104809.26510000006,5103.034000000037,214,15928040.552
54,2018,2,애월읍,6799950,5644.755100000001,0.0,0.0,0.0,1943.2759,5305.276399999999,49090.0539,14896.1146,4566.911900000001,0.0,172077.36720000007,6668.833899999999,765,34919226.0937
55,2018,2,연동,191655500,0.0,0.0,0.0,16873.792400000002,7482.176099999999,11541.9554,16767.001,9299.9593,0.0,14136.153200000002,801840.9388,21018.37889999989,4201,47446088.3517
56,2018,2,영천동,24788850,0.0,0.0,0.0,0.0,8060.3939,11538.145,15483.964800000002,5004.420399999999,0.0,8264.0622,17909.986199999996,17.4464,55,5141120.8398
57,2018,2,예래동,11120850,0.0,0.0,0.0,0.0,0.0,3745.4967,0.0,0.0,0.0,0.0,185594.6558999996,863.5923999999972,215,6949690.195900001
58,2018,2,오라동,51631850,0.0,0.0,0.0,0.0,0.0,0.0,10686.757900000002,0.0,0.0,0.0,17713.431300000004,610.6215999999998,401,17371860.0722
59,2018,2,외도동,88582050,0.0,0.0,0.0,4267.6026,0.0,0.0,0.0,7454.968399999998,0.0,0.0,5737.879199999994,6690.641300000023,428,8745696.3879
60,2018,2,용담1동,37374350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9857.408699999974,113.40159999999996,272,7498680.418399999
61,2018,2,용담2동,65950150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.2919,0.0,0.0,529370.4808000004,38713.240000000165,742,15459460.1411
62,2018,2,이도1동,47339200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8743.9034,0.0,0.0,25407.96410000004,122.1245,618,10410773.182000002
63,2018,2,이도2동,230440750,0.0,0.0,585.5752000000001,0.0,66.5195,0.0,12403.9057,3719.2497,0.0,5859.212199999999,47937.8628000001,1295.3887999999974,3006,54807019.7105
64,2018,2,이호동,16209850,0.0,0.0,0.0,0.0,0.0,0.0,19661.4073,0.0,0.0,7118.176900000001,16082.186899999944,18977.162799999976,80,4119334.2364000003
65,2018,2,일도1동,18945550,0.0,0.0,0.0,0.0,1547.5404,0.0,416.7987,0.0,0.0,2203.7518,13443.98630000001,628.0674999999992,85,3034397.0885
66,2018,2,일도2동,162109500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13875.078499999996,0.0,0.0,15606.34970000006,43.6158,1706,28126680.607499994
67,2018,2,정방동,24809550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3856.3158,0.0,0.0,56772.93410000002,492.8608000000008,95,4203026.7553
68,2018,2,중문동,47371550,0.0,0.0,0.0,0.0,3721.2661,0.0,22525.1749,4801.294100000001,0.0,0.0,28674.36270000004,82.8702,307,7740417.064799999
69,2018,2,중앙동,45550200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.7171000000003,0.0,0.0,13921.767499999976,13.0848,70,4541723.968799999
70,2018,2,천지동,31681900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2881.2711,0.0,0.0,23397.24950000004,0.0,65,1610847.7547999995
71,2018,2,표선면,12179050,0.0,0.0,0.0,0.0,14440.0381,20725.429600000003,36813.10020000001,18159.4576,0.0,0.0,35812.87360000002,5460.68170000002,125,9336716.3685
72,2018,2,화북동,105830050,0.0,0.0,0.0,5726.4272,4638.979900000001,0.0,25132.7438,26533.9268,0.0,0.0,3919.6529000000087,104.67839999999998,814,23031712.6016
73,2018,2,효돈동,19280850,0.0,0.0,0.0,0.0,5057.144899999999,3074.011699999999,0.0,4625.4726,0.0,0.0,3211.012499999993,0.0,75,3654231.0508999997
74,2018,3,건입동,46422450,0.0,0.0,0.0,0.0,2630.4012,752.722,2186.013,5058.7035000000005,0.0,0.0,107799.4819,4459.372500000006,714,10242552.2104
75,2018,3,남원읍,42988350,0.0,0.0,0.0,0.0,31241.690699999992,7598.232900000001,38344.22170000001,13565.229,0.0,0.0,162677.1155,5031.089899999982,559,13269475.106700001
76,2018,3,노형동,268625650,0.0,0.0,0.0,0.0,0.0,21312.329,8758.135,4833.4659,0.0,1840.4751,312220.18250000017,6422.262499999967,4749,55098503.4569
77,2018,3,대륜동,57214850,0.0,4120.099900000001,0.0,0.0,0.0,0.0,0.0,7908.241099999999,0.0,0.0,56891.41870000013,2239.216000000006,465,15152658.6187
78,2018,3,대정읍,43941150,0.0,0.0,0.0,0.0,52712.8975,6898.088900000002,0.0,13804.6971,0.0,0.0,67075.78809999999,10309.917599999948,557,16247304.780699998
79,2018,3,대천동,49992600,0.0,0.0,0.0,0.0,0.0,0.0,7551.3773,0.0,0.0,0.0,31093.31320000016,1448.3419,423,7843798.0743
80,2018,3,도두동,15804550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97801.83210000009,20581.71410000008,150,3433780.3481
81,2018,3,동홍동,117711450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6752.478400000001,0.0,780.2357999999999,26191.081900000027,914.7450999999992,900,16944258.8442
82,2018,3,봉개동,10577250,0.0,0.0,0.0,0.0,1406.4625,0.0,10527.688499999998,0.0,0.0,0.0,27777.419300000005,1305.4177000000018,80,5803397.080499999
83,2018,3,삼도1동,73542800,0.0,0.0,0.0,0.0,0.0,0.0,3041.7511000000004,0.0,0.0,8341.9984,18484.46909999998,28.585800000000003,1092,10810721.272499999
84,2018,3,삼도2동,40787200,0.0,0.0,0.0,0.0,0.0,0.0,26.1443,0.0,0.0,0.0,122170.06759999992,3335.0009000000045,824,7052563.6186999995
85,2018,3,삼양동,102398050,0.0,0.0,0.0,0.0,4647.4233,0.0,14295.950100000002,2677.3009,0.0,0.0,11136.649299999966,0.0,903,17434988.2736
86,2018,3,서홍동,48582800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5566.7517,0.0,0.0,165547.68669999996,2648.9446000000094,275,5838293.363399998
87,2018,3,성산읍,13681050,0.0,0.0,0.0,0.0,43297.4587,3925.3687999999993,12633.0934,5454.8636000000015,6667.428199999999,0.0,170431.50110000008,13587.743199999974,533,14614787.8358
88,2018,3,송산동,29374600,0.0,0.0,0.0,0.0,7858.8617,0.0,0.0,0.0,0.0,0.0,10904.455400000044,200.1002,190,2325863.7867
89,2018,3,아라동,126600400,8970.9366,0.0,0.0,0.0,34536.811299999994,8081.159599999999,3328.0944,4893.586899999999,0.0,4888.0569000000005,58132.952900000026,1238.717100000001,1324,40631509.2364
90,2018,3,안덕면,9981250,0.0,3501.221500000001,3845.2045000000007,0.0,4194.1162,0.0,2812.5937,4801.852599999999,0.0,4992.0553,380531.7872999999,9795.375799999949,220,17579404.3696
91,2018,3,애월읍,8239050,4985.366300000001,0.0,0.0,0.0,3584.4768,7892.4747,52236.59640000001,12941.7662,4702.081999999999,0.0,222109.3550000002,16036.590799999936,989,40185504.9322
92,2018,3,연동,209706300,0.0,0.0,0.0,10914.470400000002,18378.258099999992,12945.7902,12653.305599999998,10323.2963,0.0,13761.2989,1210242.486099999,19114.314099999938,5495,51635156.9244
93,2018,3,영천동,29111700,0.0,0.0,0.0,0.0,7533.675899999999,14328.2759,11637.927599999995,5044.9389,0.0,9315.7968,10978.7399,1114.8445,45,5763687.1693
94,2018,3,예래동,13505550,0.0,0.0,0.0,0.0,0.0,3749.0173,561.6517999999999,0.0,0.0,0.0,163493.63979999974,9623.858799999924,220,7335464.580900001
95,2018,3,오라동,55909700,0.0,0.0,0.0,0.0,0.0,0.0,10943.767000000002,0.0,0.0,0.0,38252.6132000001,895.6867999999994,419,18561720.4186
96,2018,3,외도동,97356250,0.0,0.0,0.0,4916.746899999999,0.0,0.0,0.0,8505.922,0.0,0.0,8327.552600000041,16865.571899999944,604,9120351.610699998
97,2018,3,용담1동,42821400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14085.12190000002,28.585800000000003,330,7865757.0823
98,2018,3,용담2동,69454350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3839.2548000000006,0.0,0.0,692685.3235999999,91426.64470000032,909,16140143.957700001
99,2018,3,이도1동,51699300,0.0,0.0,0.0,0.0,0.0,0.0,5273.944399999999,8835.086499999998,0.0,0.0,33381.24480000011,1238.7177000000006,603,10986161.881900001
100,2018,3,이도2동,249276500,0.0,0.0,3456.880700000001,0.0,0.0,11162.6538,12864.230399999997,3558.288,0.0,5524.745599999999,78995.5318999996,3506.517300000012,4231,58487663.72269999
101,2018,3,이호동,18059150,0.0,0.0,0.0,0.0,0.0,0.0,18663.5111,0.0,0.0,12630.069800000005,13752.953399999982,47947.77120000001,60,4485296.725099999
102,2018,3,일도1동,21493900,0.0,0.0,0.0,0.0,1391.0320000000002,0.0,0.0,0.0,0.0,1710.2535999999998,16451.2062,1257.7715000000003,135,3210365.2937
103,2018,3,일도2동,174844000,0.0,0.0,0.0,0.0,2204.4868000000006,0.0,0.0,15124.5395,0.0,0.0,24183.59990000006,85.7573,2159,28618292.06530001
104,2018,3,정방동,30101650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3543.7961,0.0,0.0,51524.64200000012,3725.674900000016,115,4174212.3094
105,2018,3,중문동,51756300,0.0,0.0,0.0,0.0,1597.4655999999998,0.0,22335.3646,4610.7031000000015,0.0,0.0,71826.50709999983,828.9869999999993,390,8591886.8937
106,2018,3,중앙동,51778250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.13219999999995,0.0,0.0,20624.63869999997,28.585800000000003,110,4902095.1236000005
107,2018,3,천지동,35449800,0.0,0.0,43.0991,0.0,0.0,0.0,0.0,2566.3006,0.0,0.0,24956.142500000016,362.0859,140,1641780.4275999998
108,2018,3,표선면,14019100,0.0,0.0,0.0,0.0,16013.200800000004,23403.717999999997,37066.3627,20244.636700000003,0.0,0.0,54232.75300000015,14492.960099999957,225,10637925.391999999
109,2018,3,화북동,114024100,0.0,0.0,0.0,6760.5354,7273.4324000000015,0.0,33859.388100000004,29578.176000000007,0.0,0.0,17200.88540000004,38.1143,800,25211327.869799998
110,2018,3,효돈동,14384750,0.0,0.0,0.0,0.0,2559.3328,3666.8766,0.0,3031.282200000001,0.0,0.0,2826.3021999999933,657.4731999999993,150,3584829.4928
111,2018,4,건입동,42438700,0.0,0.0,0.0,0.0,5254.995900000001,173.64250000000007,2212.1125000000006,4484.151199999999,0.0,0.0,144307.74929999965,7664.024299999965,685,10084827.115099998
112,2018,4,남원읍,42703500,0.0,0.0,0.0,0.0,31218.4465,4911.8561,40184.0264,10539.63,0.0,0.0,192107.2835,2833.2611000000065,410,13576886.351400001
113,2018,4,노형동,248898350,0.0,0.0,2499.479,0.0,0.0,18058.3252,23289.1329,12465.0929,0.0,0.0,271707.5439000003,4203.930900000002,4595,53869343.944900006
114,2018,4,대륜동,55609050,0.0,1868.8253,0.0,0.0,0.0,0.0,0.0,6648.904,0.0,0.0,62800.38909999994,2624.322200000001,545,15237474.7112
115,2018,4,대정읍,41431100,0.0,0.0,0.0,0.0,49726.86649999999,6853.963700000001,0.0,13052.547500000002,0.0,0.0,81148.54579999979,8951.113999999969,485,16468194.8451
116,2018,4,대천동,42731250,0.0,0.0,0.0,0.0,0.0,0.0,12515.5458,0.0,0.0,0.0,32190.456400000032,543.2510000000001,515,7974148.8606
117,2018,4,도두동,14904200,0.0,0.0,0.0,0.0,0.0,0.0,4873.9946,0.0,0.0,0.0,120227.41179999968,22891.795999999973,150,3807162.9104000004
118,2018,4,동홍동,100217900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4412.249500000001,0.0,3835.7304,37262.913900000014,518.1784000000004,915,16417706.149500001
119,2018,4,봉개동,10487400,0.0,0.0,0.0,0.0,6.6612,0.0,7553.542600000002,351.5153,0.0,0.0,39110.82070000004,267.4463999999999,55,6482444.3207
120,2018,4,삼도1동,66869550,0.0,0.0,0.0,0.0,0.0,0.0,3153.674000000001,0.0,0.0,7784.820800000003,22130.841099999947,1228.5822000000023,1129,10487531.2249
121,2018,4,삼도2동,37846950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143311.44879999993,2950.271000000005,845,6874780.3406
122,2018,4,삼양동,92406800,0.0,0.0,0.0,0.0,2061.9736,0.0,9721.903299999998,2256.3066,0.0,3219.0037,13074.37679999998,8.3577,1018,16977819.0482
123,2018,4,서홍동,44080700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5064.884099999999,0.0,0.0,104766.83119999996,635.1852,370,5506641.709199999
124,2018,4,성산읍,14115500,0.0,0.0,0.0,0.0,42760.0225,3589.5398,10184.046200000004,9286.337200000002,5649.9372,0.0,186043.5411999997,17969.101099999974,360,15531255.260000002
125,2018,4,송산동,31331450,0.0,0.0,0.0,0.0,2719.9405999999994,0.0,0.0,0.0,0.0,0.0,14075.609900000029,4772.258399999999,90,2460163.8394
126,2018,4,아라동,120009900,11963.514399999996,0.0,0.0,0.0,28284.042,10095.1916,7509.676600000002,7397.2285,0.0,4383.772199999999,41148.23750000008,58.5039,1470,40861171.032199994
127,2018,4,안덕면,9588800,0.0,3994.5852,4265.0475,0.0,2945.897,0.0,0.0,7898.7871,0.0,4811.6957,262884.48449999973,11684.091400000014,255,18634628.0202
128,2018,4,애월읍,7756850,3879.768200000001,0.0,0.0,0.0,4919.2775,15188.4489,44577.5751,13590.0153,3586.895700000001,2807.297,236266.28000000012,13355.632899999991,1263,39887165.6397
129,2018,4,연동,196002700,0.0,0.0,0.0,7969.341100000002,12458.853399999998,9089.880699999998,10676.727299999997,6612.043200000001,0.0,7928.098699999998,1154497.762999998,18763.08230000003,5654,50225231.2511
130,2018,4,영천동,26815250,0.0,0.0,0.0,0.0,6651.676899999999,8770.301200000004,12249.8751,4478.5585,0.0,2735.2021,20107.3076999999,2975.3481999999995,15,5788295.5479999995
131,2018,4,예래동,13901900,0.0,0.0,0.0,0.0,0.0,0.0,186.6836,0.0,0.0,0.0,203926.19459999987,7680.73299999995,235,8246248.930700001
132,2018,4,오라동,52750250,0.0,0.0,0.0,0.0,0.0,0.0,8386.188199999999,0.0,0.0,0.0,40945.17760000005,1036.3550000000012,410,17570585.315899998
133,2018,4,외도동,88844750,0.0,0.0,0.0,4520.8675,0.0,0.0,0.0,4027.2706,0.0,0.0,9795.3713,29285.45759999997,710,9529518.781900002
134,2018,4,용담1동,39343900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15701.141599999966,58.5039,290,7437364.304300001
135,2018,4,용담2동,64687850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3354.968,0.0,0.0,732287.8935000006,92026.89510000031,923,16918801.844
136,2018,4,이도1동,46583350,0.0,0.0,0.0,0.0,0.0,0.0,4299.494199999999,7390.3573,0.0,0.0,36206.18430000006,727.120000000001,770,10651437.7137
137,2018,4,이도2동,227249550,0.0,0.0,4492.8618,0.0,0.0,8425.742900000001,10403.3141,3118.2793999999994,0.0,4944.034199999999,74595.0630999999,5975.765599999983,3993,56344198.70950001
138,2018,4,이호동,17653400,0.0,0.0,0.0,0.0,0.0,0.0,15338.8442,0.0,0.0,11604.666799999995,17789.33569999997,32235.735299999906,55,4511205.2024
139,2018,4,일도1동,19784300,0.0,0.0,0.0,0.0,380.0483,0.0,0.0,0.0,0.0,726.5345,17525.80609999995,2072.7131000000027,175,3173602.2489
140,2018,4,일도2동,157261450,0.0,0.0,0.0,0.0,0.0,0.0,897.4669999999998,10998.5878,0.0,0.0,22365.20490000002,50.1462,2518,27233530.211799998
141,2018,4,정방동,25834000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9343.073800000002,0.0,0.0,68840.59439999993,3969.911200000008,55,4303731.3983
142,2018,4,중문동,47297550,0.0,0.0,0.0,0.0,2072.4813,0.0,19194.551300000003,4278.0308,0.0,0.0,48824.5574,3109.0667000000053,355,8819969.2436
143,2018,4,중앙동,48810600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19141.83590000001,468.0314000000001,80,4703757.962
144,2018,4,천지동,30094800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.6933000000001,0.0,0.0,29453.410099999983,936.0643000000006,155,1817859.1350999998
145,2018,4,표선면,12664250,0.0,0.0,0.0,0.0,17910.8277,16420.0942,27518.3292,18184.2225,1651.0403,4839.735599999999,69840.67749999993,15536.99920000004,280,11699810.8269
146,2018,4,화북동,105834250,0.0,0.0,0.0,6202.800300000001,6863.9090000000015,0.0,38642.84589999999,25057.158500000005,0.0,0.0,10996.45139999998,1153.3626000000022,968,24186958.4489
147,2018,4,효돈동,8599500,0.0,0.0,0.0,0.0,3089.9087,0.0,0.0,8561.8393,0.0,0.0,6293.207400000002,292.5195,230,3494998.4866000004
148,2018,5,건입동,44893300,0.0,0.0,0.0,0.0,6640.0169,0.0,2462.4403,12232.524000000005,0.0,0.0,144083.3805000002,4741.74109999999,719,10421884.781300003
149,2018,5,남원읍,42616750,0.0,0.0,0.0,0.0,31800.6083,7920.972700000001,32528.616900000005,7872.9848,0.0,0.0,216939.57420000012,5428.168799999981,335,13977428.2052
150,2018,5,노형동,259232500,0.0,0.0,2299.7583,0.0,0.0,14623.859099999998,38645.60489999999,28902.31660000001,0.0,0.0,275543.9377,3332.7695999999896,5170,55405594.02309999
151,2018,5,대륜동,53686150,0.0,3235.1373000000003,1277.4604000000004,0.0,0.0,0.0,0.0,6682.4984,0.0,0.0,60356.74539999998,1887.6641999999945,600,15953821.4326
152,2018,5,대정읍,43391800,0.0,0.0,0.0,0.0,47667.31669999999,5798.033299999999,0.0,14832.242,0.0,563.2905,58351.97370000004,10648.59039999998,665,17053986.9648
153,2018,5,대천동,43830200,0.0,0.0,0.0,0.0,2603.788,0.0,7227.772699999999,0.0,0.0,0.0,23424.9072,153.54230000000007,565,8461590.9657
154,2018,5,도두동,15476250,0.0,0.0,0.0,0.0,0.0,0.0,1551.5082999999995,0.0,0.0,0.0,140644.1600000001,19933.36120000004,120,3955002.7200000007
